Time (sec),A/F Correction #1,A/F Correction #3,A/F Learning #1,A/F Sensor #1 Ratio,AVCS Intake Left,AVCS Intake Right,Closed Loop Fuel Target,Closed/Open Loop Switch,Commanded Fuel Final,Coolant Temperature,Dynamic Advance Multiplier,Engine Speed,Feedback Knock Correction,Hot-Restart Enrichment,Ignition Timing,Inj. #1 Pulse Width {No Latency},Manifold Rel. Pressure,Mass Airflow,Primary Ignition,Sensor Input Monitor Only {Rear O2},Tip-in Enrich. {Last Applied},Wall Wetting Final,Warm-Up Enrichment,Inj. Duty Cycle
617.889,7.03,2.19,-0.78,14.59,27,26,14.73,Closed,16.06,187,1.0000,2346,0.00,0.0000,34.50,2.044,-5.41,37.37,32.72,14.19,0.0000,0.0007,0.0000,6.01
618.018,5.47,2.19,-0.78,14.47,28,25,14.74,Closed,16.04,187,1.0000,2352,0.00,0.0000,35.50,1.982,-5.55,37.09,33.64,13.97,0.0000,0.0000,0.0000,6.02
618.147,3.91,1.80,-0.78,14.24,28,27,14.67,Closed,16.01,187,1.0000,2355,0.00,0.0000,36.00,1.937,-5.58,35.92,34.70,14.18,0.0000,-0.0000,0.0000,6.03
618.276,3.13,2.50,-0.78,14.47,29,26,14.77,Closed,16.01,187,1.0000,2364,0.00,0.0000,37.50,1.870,-5.70,37.22,35.24,14.34,0.0000,0.0000,0.0000,5.55
618.412,2.34,3.13,-0.78,14.47,30,28,14.86,Closed,15.96,187,1.0000,2366,0.00,0.0000,37.00,1.884,-5.54,37.09,34.80,14.54,0.0000,0.0000,0.0000,5.55
618.535,2.34,3.52,-0.78,14.81,30,28,14.92,Closed,15.96,187,1.0000,2386,0.00,0.0000,37.00,1.893,-5.57,37.67,34.83,14.66,0.0000,0.0000,0.0000,5.60
618.664,1.56,3.52,-0.78,14.81,30,27,14.92,Closed,15.97,187,1.0000,2391,0.00,0.0000,36.50,1.907,-5.57,37.53,34.64,14.63,0.0000,0.0000,0.0000,5.61
618.792,2.34,3.52,-0.78,14.93,29,28,14.92,Closed,15.98,187,1.0000,2399,0.00,0.0000,36.50,1.910,-5.55,37.96,34.49,14.65,0.0000,0.0000,0.0000,5.63
618.921,2.34,3.52,-0.78,14.93,29,27,14.92,Closed,15.96,187,1.0000,2395,0.00,0.0000,36.50,1.925,-5.52,38.84,34.18,14.85,0.0000,0.0006,0.0000,6.13
619.059,2.34,3.28,-0.78,14.93,29,28,14.88,Closed,15.95,187,1.0000,2393,0.00,0.0000,36.00,1.962,-5.47,38.27,33.71,14.80,0.0000,0.0000,0.0000,6.13
619.188,3.13,3.59,-0.78,15.04,28,26,14.92,Closed,15.97,187,1.0000,2399,0.00,0.0000,36.00,1.952,-5.58,38.12,34.11,14.78,0.0000,0.0000,0.0000,6.14
619.309,3.13,3.13,-0.78,14.93,29,27,14.85,Closed,15.99,187,1.0000,2413,0.00,0.0000,36.50,1.948,-5.60,37.97,34.71,14.79,0.0000,0.0000,0.0000,6.18
619.438,3.13,2.97,-0.78,14.93,29,27,14.85,Closed,15.96,187,1.0000,2417,0.00,0.0000,36.50,1.937,-5.68,37.82,34.96,14.58,0.0000,-0.0001,0.0000,6.19
619.580,3.13,2.58,-0.78,14.81,29,27,14.75,Closed,15.96,187,1.0000,2425,0.00,0.0000,37.00,1.922,-5.73,37.96,35.16,14.64,0.0000,0.0000,0.0000,6.21
619.695,3.13,2.34,-0.78,14.81,29,28,14.82,Closed,15.95,187,1.0000,2419,0.00,0.0000,37.00,1.925,-5.73,38.16,34.97,14.62,0.0000,0.0000,0.0000,6.19
619.824,3.13,3.28,-0.78,14.81,30,27,14.87,Closed,16.02,187,1.0000,2426,0.00,0.0000,37.00,1.910,-5.77,38.16,34.95,14.64,0.0000,-0.0001,0.0000,6.21
619.957,3.13,3.28,-0.78,14.81,30,28,14.87,Closed,16.11,187,1.0000,2439,0.00,0.0000,38.00,1.837,-5.93,36.43,36.50,14.49,0.0000,-0.0002,0.0000,5.72
620.084,2.34,3.05,-0.78,14.70,30,28,14.86,Closed,16.17,187,1.0000,2448,0.00,0.0000,38.50,1.789,-6.04,36.87,36.77,14.60,0.0000,-0.0002,0.0000,5.75
620.214,1.56,2.73,-0.78,14.70,31,29,14.76,Closed,16.18,187,1.0000,2440,0.00,0.0000,38.50,1.797,-5.98,37.30,36.51,14.43,0.0000,-0.0001,0.0000,5.73
620.343,1.56,3.05,-0.78,14.81,32,30,14.87,Closed,16.16,187,1.0000,2441,0.00,0.0000,38.50,1.807,-5.93,37.45,36.43,14.72,0.0000,-0.0001,0.0000,5.73
620.472,1.56,3.52,-0.78,14.93,32,29,14.90,Closed,16.15,187,1.0000,2462,0.00,0.0000,38.50,1.786,-6.04,36.44,37.03,14.56,0.0000,-0.0003,0.0000,5.78
620.600,1.56,3.20,-0.78,14.81,32,29,14.90,Closed,16.23,187,1.0000,2469,0.00,0.0000,39.50,1.717,-6.20,36.01,37.72,14.56,0.0000,-0.0002,0.0000,5.79
620.729,0.00,2.73,-0.78,14.70,33,31,14.84,Closed,16.24,187,1.0000,2457,0.00,0.0000,39.50,1.678,-6.33,35.06,38.35,14.68,0.0000,-0.0003,0.0000,5.77
620.872,0.78,3.13,-0.78,14.81,34,31,14.85,Closed,16.31,187,1.0000,2479,0.00,0.0000,40.00,1.658,-6.33,35.34,38.65,14.60,0.0000,-0.0003,0.0000,5.29
620.987,0.78,3.28,-0.78,14.93,35,32,14.88,Closed,16.30,187,1.0000,2484,0.00,0.0000,40.50,1.637,-6.42,34.78,39.05,14.78,0.0000,-0.0002,0.0000,5.30
621.116,0.00,3.28,-0.78,14.81,35,34,14.89,Closed,16.33,187,1.0000,2476,0.00,0.0000,40.50,1.594,-6.49,33.57,39.68,14.63,0.0000,-0.0003,0.0000,5.28
621.246,0.78,3.28,-0.78,14.93,36,34,14.84,Closed,16.44,187,1.0000,2492,0.00,0.0000,41.50,1.543,-6.66,33.46,40.37,14.55,0.0000,-0.0004,0.0000,5.32
621.375,-0.78,2.97,-0.78,14.70,37,35,14.87,Closed,16.50,187,1.0000,2489,0.00,0.0000,43.50,1.369,-7.13,30.38,43.01,14.48,0.0000,-0.0006,0.0000,4.78
621.503,-2.34,2.50,-0.78,14.36,39,37,14.79,Closed,16.71,187,1.0000,2485,0.00,0.0000,43.00,1.352,-6.97,32.28,42.42,14.09,0.0000,-0.0004,0.0000,4.77
621.632,-1.56,2.19,-0.78,14.70,39,37,14.64,Closed,16.61,187,1.0000,2490,0.00,0.0000,42.50,1.412,-6.88,32.16,41.99,14.47,0.0000,-0.0003,0.0000,5.31
621.761,-0.78,3.44,-0.78,14.93,39,37,14.89,Closed,16.61,187,1.0000,2483,0.00,0.0000,44.00,1.295,-7.25,28.13,44.29,14.77,0.0000,-0.0005,0.0000,4.77
621.890,-3.13,3.44,-0.78,14.59,39,38,14.92,Closed,16.97,187,1.0000,2478,0.00,0.0000,44.00,1.264,-7.06,31.45,43.57,14.26,0.0000,-0.0002,0.0000,4.76
622.027,-2.34,2.19,-0.78,14.81,39,37,14.80,Closed,16.70,187,1.0000,2492,0.00,0.0000,43.00,1.391,-6.84,32.87,42.08,15.18,0.0000,-0.0001,0.0000,4.79
622.149,-0.78,3.44,-0.78,15.27,39,37,14.90,Closed,16.54,187,1.0000,2482,0.00,0.0000,43.00,1.416,-6.85,31.68,42.27,15.34,0.0000,-0.0001,0.0000,5.29
622.279,0.00,3.44,-0.78,15.16,39,38,14.90,Closed,16.63,187,1.0000,2480,0.00,0.0000,43.00,1.388,-6.96,31.21,42.70,14.83,0.0000,-0.0001,0.0000,4.76
622.408,0.00,3.13,-0.78,14.93,39,37,14.90,Closed,16.69,187,1.0000,2502,0.00,0.0000,43.50,1.385,-6.94,31.68,42.71,14.57,0.0000,-0.0001,0.0000,4.80
622.538,0.00,2.19,-0.78,14.93,39,37,14.68,Closed,16.65,187,1.0000,2491,0.00,0.0000,43.00,1.438,-6.82,32.63,41.99,14.53,0.0000,0.0000,0.0000,5.31
622.664,1.56,3.28,-0.78,15.04,39,38,14.82,Closed,16.55,187,1.0000,2492,0.00,0.0000,42.50,1.481,-6.74,33.11,41.56,14.94,0.0000,0.0000,0.0000,5.32
622.793,0.78,3.05,-0.78,14.81,39,38,14.89,Closed,16.50,187,1.0000,2508,0.00,0.0000,42.00,1.536,-6.56,34.22,40.75,14.77,0.0000,0.0011,0.0000,5.35
622.929,1.56,2.81,-0.78,14.93,39,37,14.77,Closed,16.37,187,1.0000,2502,0.00,0.0000,41.50,1.570,-6.53,34.00,40.50,14.83,0.0000,0.0012,0.0000,5.34
623.052,1.56,3.44,-0.78,14.93,38,38,14.84,Closed,16.37,187,1.0000,2525,0.00,0.0000,41.50,1.590,-6.44,35.16,40.10,14.50,0.0000,0.0017,0.0000,5.39
623.181,1.56,2.97,-0.78,14.93,38,37,14.88,Closed,16.27,187,1.0000,2519,0.00,0.0000,41.00,1.647,-6.30,35.72,39.40,14.79,0.0000,0.0019,0.0000,5.37
623.310,3.13,3.52,-0.78,15.16,37,35,14.90,Closed,16.12,187,1.0000,2510,0.00,0.0000,39.50,1.793,-5.96,39.47,37.33,15.06,0.0000,0.0040,0.0000,5.89
623.439,3.91,3.59,-0.78,15.16,36,33,14.91,Closed,15.94,187,1.0000,2533,0.00,0.0000,38.00,1.979,-5.61,41.04,35.23,15.24,0.0000,0.0044,0.0000,6.49
623.568,4.69,3.59,-0.78,15.16,32,31,14.92,Closed,15.88,187,1.0000,2525,0.00,0.0000,36.50,2.052,-5.58,41.33,33.95,14.62,0.0000,0.0035,0.0000,6.46
623.697,3.91,1.33,-0.78,14.70,29,28,14.84,Closed,15.89,187,1.0000,2548,0.00,0.0000,36.00,2.049,-5.55,42.36,33.39,14.36,0.0000,0.0036,0.0000,6.52
623.825,3.91,1.25,-0.78,14.70,28,26,14.60,Closed,15.81,187,1.0000,2540,0.00,0.0000,35.00,2.122,-5.44,42.81,32.38,14.50,0.0000,0.0035,0.0000,6.50
623.955,2.34,2.42,-0.78,14.47,28,27,14.77,Closed,15.80,187,1.0000,2566,0.00,0.0000,34.50,2.100,-5.38,42.81,32.27,14.24,0.0000,0.0031,0.0000,6.57
624.084,1.56,2.11,-0.78,14.47,28,26,14.71,Closed,15.79,187,1.0000,2560,0.00,0.0000,34.00,2.141,-5.17,45.66,30.66,14.53,0.0000,0.0043,0.0000,6.55
624.214,1.56,3.52,-0.78,14.81,27,26,14.92,Closed,15.61,187,1.0000,2582,0.00,0.0000,31.00,2.291,-4.81,47.72,28.16,14.73,0.0000,0.0051,0.0000,7.16
624.351,2.34,3.67,-0.78,14.93,26,24,14.95,Closed,15.56,187,1.0000,2577,0.00,0.0000,29.50,2.343,-4.65,47.88,27.09,14.66,0.0000,0.0049,0.0000,7.15
624.471,0.78,3.36,-0.78,14.70,25,23,14.90,Closed,15.54,187,1.0000,2602,0.00,0.0000,30.00,2.339,-4.60,48.04,27.02,14.35,0.0000,0.0042,0.0000,7.21
624.610,0.78,2.73,-0.78,14.70,24,23,14.80,Closed,15.56,187,1.0000,2603,0.00,0.0000,30.00,2.318,-4.65,48.38,27.27,14.31,0.0000,0.0035,0.0000,7.22
624.729,0.00,2.73,-0.78,14.59,24,23,14.80,Closed,15.57,187,1.0000,2610,0.00,0.0000,30.00,2.291,-4.65,48.21,27.38,14.28,0.0000,0.0030,0.0000,7.24
624.858,-0.78,2.34,-0.78,14.70,25,23,14.75,Closed,15.56,187,1.0000,2633,0.00,0.0000,29.50,2.324,-4.62,49.05,27.00,14.66,0.0000,0.0028,0.0000,7.30
624.988,-0.78,3.75,-0.78,14.93,25,23,14.95,Closed,15.54,187,1.0000,2627,0.00,0.0000,29.00,2.333,-4.56,49.89,26.47,14.41,0.0000,0.0026,0.0000,7.29
625.117,-0.78,3.67,-0.78,14.81,25,23,14.94,Closed,15.53,187,1.0000,2637,0.00,0.0000,29.50,2.318,-4.54,49.55,26.55,14.54,0.0000,0.0022,0.0000,7.31
625.247,-1.56,3.13,-0.78,14.81,25,23,14.86,Closed,15.53,187,1.0000,2663,0.00,0.0000,29.50,2.323,-4.55,49.89,26.61,14.58,0.0000,0.0017,0.0000,7.38
625.375,-1.56,2.97,-0.78,14.81,25,23,14.84,Closed,15.54,187,1.0000,2681,0.00,0.0000,29.50,2.333,-4.56,50.39,26.54,14.60,0.0000,0.0015,0.0000,7.43
625.507,-2.34,3.36,-0.78,14.81,25,23,14.89,Closed,15.54,187,1.0000,2668,0.00,0.0000,30.00,2.313,-4.56,50.06,26.84,14.54,0.0000,0.0013,0.0000,7.40
625.633,-2.34,2.89,-0.78,14.81,24,23,14.83,Closed,15.53,187,1.0000,2685,0.00,0.0000,29.50,2.333,-4.59,50.39,26.56,14.60,0.0000,0.0010,0.0000,7.45
625.763,-2.34,3.75,-0.78,14.93,24,23,14.95,Closed,15.53,187,1.0000,2721,0.00,0.0000,29.00,2.352,-4.53,51.06,26.33,14.49,0.0000,0.0012,0.0000,7.55
625.893,-2.34,2.89,-0.78,14.93,25,23,14.83,Closed,15.49,187,1.0000,2715,0.00,0.0000,29.00,2.392,-4.36,52.40,25.64,14.71,0.0000,0.0019,0.0000,7.53
626.023,-2.34,3.44,-0.78,14.93,24,22,14.91,Closed,15.46,187,1.0000,2722,0.00,0.0000,28.00,2.424,-4.25,53.24,25.43,14.68,0.0000,0.0023,0.0000,7.55
626.152,-2.34,3.20,-0.78,14.93,24,22,14.86,Closed,15.41,187,1.0000,2735,0.00,0.0000,27.50,2.526,-3.93,56.13,23.92,14.79,0.0000,0.0035,0.0000,8.17
626.281,-1.56,3.67,-0.78,15.04,23,21,14.94,Closed,15.33,187,1.0000,2723,0.00,0.0000,26.00,2.611,-3.70,56.66,23.09,14.90,0.0000,0.0040,0.0000,8.13
626.410,-0.78,3.75,-0.78,15.16,22,20,14.94,Closed,15.28,187,1.0000,2738,0.00,0.0000,25.50,2.682,-3.60,57.19,22.73,14.75,0.0000,0.0035,0.0000,8.18
626.552,-0.78,3.28,-0.78,14.93,21,20,14.87,Closed,15.26,187,1.0000,2751,0.00,0.0000,25.50,2.684,-3.58,57.19,22.88,14.54,0.0000,0.0030,0.0000,8.80
626.667,-0.78,1.56,-0.78,14.70,21,19,14.63,Closed,15.27,187,1.0000,2761,0.00,0.0000,26.00,2.683,-3.58,57.55,22.99,14.41,0.0000,0.0027,0.0000,8.25
626.796,-0.78,2.66,-0.78,14.59,21,19,14.72,Closed,15.27,187,1.0000,2773,0.00,0.0000,26.00,2.669,-3.57,57.55,23.10,14.41,0.0000,0.0022,0.0000,8.87
626.925,-1.56,2.89,-0.78,14.59,21,19,14.78,Closed,15.25,187,1.0000,2777,0.00,0.0000,26.00,2.652,-3.54,58.09,23.01,14.40,0.0000,0.0021,0.0000,8.29
627.055,-2.34,3.05,-0.78,14.59,21,19,14.79,Closed,15.26,187,1.0000,2796,0.00,0.0000,26.00,2.652,-3.48,58.27,23.04,14.48,0.0000,0.0076,0.0000,8.35
627.186,-3.13,3.44,-0.78,14.70,21,19,14.87,Closed,15.24,187,1.0000,2803,0.00,0.0000,26.00,2.648,-3.45,59.35,22.82,14.40,0.0000,0.0024,0.0000,8.37
627.312,-3.91,3.44,-0.78,14.70,21,19,14.88,Closed,15.20,187,1.0000,2816,0.00,0.0000,24.50,2.739,-3.17,60.60,21.89,14.55,0.0000,0.0030,0.0000,9.01
627.442,-3.13,3.75,-0.78,14.93,20,19,14.91,Closed,15.14,187,1.0000,2829,0.00,0.0000,24.50,2.770,-3.01,61.31,21.51,14.41,0.0000,0.0031,0.0000,9.05
627.572,-3.91,3.20,-0.78,14.81,20,19,14.81,Closed,15.09,187,1.0000,2863,0.00,0.0000,23.50,2.835,-2.79,63.46,20.90,14.64,0.0000,0.0039,0.0000,9.16
627.702,-3.91,2.89,-0.78,14.81,20,19,14.78,Closed,15.02,187,1.0000,2883,0.00,0.0000,23.50,2.938,-2.63,64.03,20.47,14.75,0.0000,0.0042,0.0000,9.23
627.839,-3.13,3.75,-0.78,14.93,20,19,14.88,Closed,14.96,187,1.0000,2879,0.00,0.0000,23.00,2.983,-2.44,65.75,20.08,14.54,0.0000,0.0041,0.0000,9.83
627.960,0.00,3.75,-0.78,14.70,20,19,14.84,Open,14.44,187,1.0000,2890,0.00,0.0000,23.00,3.277,-2.32,66.19,19.79,14.13,0.0000,0.0041,0.0000,10.48
628.089,0.00,3.75,-0.78,14.01,20,19,14.82,Open,14.18,187,1.0000,2900,0.00,0.0000,22.00,3.409,-2.21,67.24,19.44,13.45,0.0000,0.0043,0.0000,10.52
628.218,0.00,3.75,-0.78,13.67,20,19,14.80,Open,13.73,187,1.0000,2930,0.00,0.0000,22.00,3.658,-1.99,68.57,19.01,12.98,0.0000,0.0044,0.0000,11.25
628.347,0.00,3.75,-0.78,13.32,20,19,14.76,Open,13.16,187,1.0000,2927,0.00,0.0000,22.00,3.804,-1.77,69.46,18.53,12.74,0.0000,0.0046,0.0000,11.86
628.477,0.00,3.75,-0.78,12.86,21,19,14.66,Open,12.77,187,1.0000,2940,0.00,0.0000,21.50,3.949,-1.65,71.02,18.11,12.28,0.0000,0.0045,0.0000,12.55
628.606,0.00,3.75,-0.78,12.40,20,19,14.55,Open,12.25,187,1.0000,2977,0.00,0.0000,21.00,4.180,-1.52,71.90,17.71,12.00,0.0000,0.0042,0.0000,12.70
628.733,0.00,3.75,-0.78,12.06,20,19,14.49,Open,12.14,187,1.0000,2974,0.00,0.0000,21.50,4.249,-1.48,72.79,17.46,11.51,0.0000,0.0035,0.0000,13.32
628.862,0.00,3.75,-0.78,11.48,21,19,14.43,Open,11.90,187,1.0000,3005,0.00,0.0000,21.00,4.324,-1.45,72.57,17.64,11.38,0.0000,0.0034,0.0000,13.46
628.992,0.00,3.75,-0.78,11.37,20,19,14.43,Open,11.70,187,1.0000,3014,0.00,0.0000,21.00,4.429,-1.30,73.46,17.20,11.39,0.0000,0.0034,0.0000,13.50
629.122,0.00,3.75,-0.78,11.37,20,19,14.37,Open,11.53,187,1.0000,3037,0.00,0.0000,20.50,4.550,-1.21,74.35,16.91,10.93,0.0000,0.0032,0.0000,14.25
629.251,0.00,3.75,-0.78,11.37,20,19,14.30,Open,11.28,187,1.0000,3032,0.00,0.0000,21.00,4.531,-1.08,75.68,16.77,10.87,0.0000,0.0032,0.0000,14.23
629.380,0.00,3.75,-0.78,11.37,21,19,14.27,Open,11.31,187,1.0000,3059,0.00,0.0000,20.50,4.655,-1.02,76.56,16.53,10.91,0.0000,0.0031,0.0000,14.36
629.508,0.00,3.75,-0.78,11.37,20,19,14.19,Open,11.06,187,1.0000,3064,0.00,0.0000,20.50,4.648,-0.97,76.56,16.58,10.56,0.0000,0.0026,0.0000,14.38
629.637,0.00,3.75,-0.78,11.37,20,19,14.20,Open,11.10,187,1.0000,3097,0.00,0.0000,21.00,4.712,-0.95,77.23,16.60,10.81,0.0000,0.0023,0.0000,14.53
629.766,0.00,3.75,-0.78,11.37,21,19,14.18,Open,10.88,187,1.0000,3091,0.00,0.0000,20.50,4.753,-0.86,78.34,16.54,10.84,0.0000,0.0024,0.0000,14.51
629.895,0.00,3.75,-0.78,11.37,20,19,14.17,Open,10.90,187,1.0000,3106,0.00,0.0000,21.00,4.749,-0.82,78.34,16.45,10.52,0.0000,0.0022,0.0000,15.24
630.025,0.00,3.75,-0.78,11.37,20,19,14.13,Open,10.78,187,1.0000,3141,0.00,0.0000,21.00,4.805,-0.73,78.56,16.34,10.75,0.0000,0.0020,0.0000,15.41
630.153,0.00,3.75,-0.78,11.37,21,20,14.10,Open,10.61,187,1.0000,3150,0.00,0.0000,20.50,4.863,-0.76,79.23,16.38,10.51,0.0000,0.0016,0.0000,15.46
630.290,0.00,3.75,-0.78,11.37,21,19,14.09,Open,10.45,189,1.0000,3149,0.00,0.0000,20.50,4.896,-0.73,80.34,16.29,10.49,0.0000,0.0017,0.0000,15.45
630.411,0.00,3.75,-0.78,11.37,20,19,14.07,Open,10.37,189,1.0000,3163,0.00,0.0000,20.50,4.882,-0.67,80.34,16.30,10.51,0.0000,0.0013,0.0000,15.52
630.541,0.00,3.75,-0.78,11.37,21,19,14.06,Open,10.40,189,1.0000,3179,0.00,0.0000,21.00,4.878,-0.67,81.22,16.43,10.42,0.0000,0.0009,0.0000,15.60
630.671,0.00,3.75,-0.78,11.37,20,20,14.07,Open,10.32,189,1.0000,3193,0.00,0.0000,21.50,4.857,-0.80,79.45,16.90,10.06,0.0000,0.0000,0.0000,15.67
630.801,0.00,3.75,-0.78,11.37,21,19,14.14,Open,10.28,189,1.0000,3209,0.00,0.0000,22.00,4.809,-1.01,76.79,17.86,10.34,0.0000,-0.0358,0.0000,15.75
630.931,0.00,3.75,-0.78,11.37,21,19,14.58,Open,15.05,189,1.0000,3233,0.00,0.0000,31.50,2.242,-5.04,35.71,38.66,9.47,0.0000,-0.0029,0.0000,8.28
631.067,-15.63,-0.08,-0.78,11.37,21,20,14.38,Closed,15.15,189,1.0000,3233,0.00,0.0000,40.50,1.004,-7.57,26.12,39.56,9.35,0.0000,-0.0394,0.0000,5.52
631.190,-25.00,0.16,-0.78,11.37,16,12,14.48,Closed,15.00,189,1.0000,3234,0.00,0.0000,36.00,0.671,-8.91,19.95,34.18,10.35,0.0000,-0.0037,0.0000,4.83
631.324,-25.00,3.20,-0.78,11.48,12,5,14.88,Closed,14.46,189,1.0000,3222,0.00,0.0000,30.50,0.000,-9.89,15.13,29.24,12.40,0.0000,-0.0035,0.0000,2.75
631.448,0.00,3.13,-0.78,12.40,7,1,14.95,Open,14.54,189,1.0000,3200,0.00,0.0000,25.00,0.000,-10.20,14.79,23.98,12.96,0.0000,-0.0029,0.0000,2.73
631.590,0.00,3.13,-0.78,13.44,4,1,14.97,Open,14.55,189,1.0000,3215,0.00,0.0000,24.00,0.000,-10.39,14.05,23.95,14.18,0.0000,-0.0024,0.0000,2.74
631.705,0.00,3.13,-0.78,14.59,2,0,14.98,Open,14.55,189,1.0000,3192,0.00,0.0000,24.00,0.000,-10.35,14.63,23.95,16.22,0.0000,0.0000,0.0000,2.72
631.834,0.00,3.13,-0.78,16.19,1,1,14.97,Open,14.51,189,1.0000,3155,0.00,0.0000,24.00,0.000,-10.20,14.21,23.95,18.00,0.0000,0.0000,0.0000,2.69
631.975,0.00,3.13,-0.78,19.06,2,0,14.97,Open,14.51,189,1.0000,3156,0.00,0.0000,24.00,0.000,-10.13,14.71,23.95,17.81,0.0000,0.0000,0.0000,2.69
632.093,0.00,3.13,-0.78,20.67,2,1,14.97,Open,14.52,189,1.0000,3174,0.00,0.0000,24.00,0.000,-10.14,14.13,23.95,17.89,0.0000,0.0000,0.0000,2.71
632.233,0.00,3.13,-0.78,20.67,2,1,14.98,Open,14.52,189,1.0000,3163,0.00,0.0000,24.00,0.000,-10.16,14.71,23.95,18.00,0.0000,0.0000,0.0000,2.70
632.351,0.00,3.13,-0.78,20.67,2,0,14.98,Open,14.52,189,1.0000,3134,0.00,0.0000,24.00,0.000,-10.16,14.46,23.95,17.99,0.0000,0.0000,0.0000,2.67
632.480,0.00,3.13,-0.78,20.67,2,1,14.98,Open,14.52,189,1.0000,3119,0.00,0.0000,24.00,0.000,-10.16,14.21,23.95,18.00,0.0000,0.0000,0.0000,2.66
632.623,0.00,3.13,-0.78,20.67,3,0,14.98,Open,14.52,189,1.0000,3105,0.00,0.0000,24.00,0.000,-10.17,14.13,23.95,17.95,0.0000,0.0000,0.0000,2.65
632.740,0.00,3.13,-0.78,20.67,2,0,14.98,Open,14.52,189,1.0000,3108,0.00,0.0000,24.00,0.000,-10.19,13.96,23.95,18.00,0.0000,0.0000,0.0000,2.65
632.869,0.00,3.13,-0.78,20.67,2,1,14.98,Open,14.52,189,1.0000,3080,0.00,0.0000,24.00,0.000,-10.19,14.13,23.95,18.00,0.0000,0.0000,0.0000,2.63
632.999,0.00,3.13,-0.78,20.67,2,0,14.99,Open,14.52,189,1.0000,3071,0.00,0.0000,24.00,0.000,-10.21,13.63,23.95,17.97,0.0000,0.0000,0.0000,2.62
633.137,0.00,3.13,-0.78,20.67,2,0,14.99,Open,14.52,189,1.0000,3077,0.00,0.0000,24.00,0.000,-10.23,13.96,23.95,17.90,0.0000,0.0000,0.0000,2.63
633.257,0.00,3.13,-0.78,20.67,2,1,14.99,Open,14.52,189,1.0000,3050,0.00,0.0000,24.00,0.000,-10.23,13.88,23.95,18.00,0.0000,0.0000,0.0000,2.60
633.385,0.00,3.13,-0.78,20.67,2,1,14.98,Open,14.52,189,1.0000,3059,0.00,0.0000,24.00,0.000,-10.26,13.80,23.95,18.00,0.0000,0.0000,0.0000,2.61
633.514,0.00,3.13,-0.78,20.67,2,0,14.99,Open,14.52,189,1.0000,3029,0.00,0.0000,24.00,0.000,-10.27,13.80,23.95,18.00,0.0000,0.0000,0.0000,2.58
633.643,0.00,3.13,-0.78,20.67,2,0,14.99,Open,14.52,189,1.0000,3038,0.00,0.0000,24.00,0.000,-10.27,13.46,23.95,18.00,0.0000,0.0000,0.0000,2.59
633.772,0.00,3.13,-0.78,20.67,2,1,14.99,Open,14.52,189,1.0000,3008,0.00,0.0000,24.00,0.000,-10.30,13.46,23.95,18.00,0.0000,0.0000,0.0000,2.57
633.912,0.00,3.13,-0.78,20.67,2,1,14.99,Open,14.52,187,1.0000,3017,0.00,0.0000,24.00,0.000,-10.32,13.80,23.95,18.00,0.0000,0.0000,0.0000,2.57
634.030,0.00,3.13,-0.78,20.67,2,0,14.99,Open,14.52,187,1.0000,2987,0.00,0.0000,24.00,0.000,-10.33,13.55,23.95,17.99,0.0000,0.0000,0.0000,2.55
634.159,0.00,3.13,-0.78,20.67,1,0,14.99,Open,14.52,187,1.0000,2990,0.00,0.0000,24.00,0.000,-10.33,13.46,23.95,17.94,0.0000,0.0000,0.0000,2.55
634.288,0.00,3.13,-0.78,20.67,1,1,14.99,Open,14.52,187,1.0000,2961,0.00,0.0000,24.00,0.000,-10.35,13.46,23.95,17.89,0.0000,0.0000,0.0000,2.53
634.417,0.00,3.13,-0.78,20.67,2,1,14.99,Open,14.53,187,1.0000,2950,0.00,0.0000,24.00,0.000,-10.36,13.19,23.95,18.00,0.0000,0.0000,0.0000,2.52
634.545,0.00,3.13,-0.78,20.67,2,1,14.99,Open,14.53,187,1.0000,2957,0.00,0.0000,24.00,0.000,-10.39,13.38,23.95,17.98,0.0000,0.0000,0.0000,2.52
634.674,0.00,3.13,-0.78,20.67,2,0,14.99,Open,14.53,187,1.0000,2931,0.00,0.0000,24.00,0.000,-10.40,13.24,23.95,18.00,0.0000,0.0000,0.0000,2.50
634.804,0.00,3.13,-0.78,20.67,1,0,14.99,Open,14.53,187,1.0000,2918,0.00,0.0000,24.00,0.000,-10.43,13.30,23.95,18.00,0.0000,0.0000,0.0000,2.49
634.933,0.00,3.13,-0.78,20.67,1,0,14.99,Open,14.53,187,1.0000,2926,0.00,0.0000,24.00,0.000,-10.45,13.24,23.95,17.87,0.0000,0.0000,0.0000,2.50
635.062,0.00,3.13,-0.78,20.67,1,1,14.99,Open,14.53,187,1.0000,2917,0.00,0.0000,24.00,0.000,-10.45,13.33,23.95,18.00,0.0000,0.0000,0.0000,2.49
635.191,0.00,3.13,-0.78,20.67,1,1,14.99,Open,14.53,187,1.0000,2888,0.00,0.0000,24.00,0.000,-10.46,13.13,23.95,18.00,0.0000,0.0000,0.0000,2.46
635.320,0.00,3.13,-0.78,20.67,2,1,14.99,Open,14.53,187,1.0000,2876,0.00,0.0000,24.00,0.000,-10.48,12.97,23.95,18.00,0.0000,0.0000,0.0000,2.45
635.449,0.00,3.13,-0.78,20.67,1,1,14.99,Open,14.53,187,1.0000,2884,0.00,0.0000,24.00,0.000,-10.49,13.19,23.95,18.00,0.0000,0.0000,0.0000,2.46
